Job,Task,Arrival_Time,Start_Time,Finish_Time,Deadline,Response_Time,Missed_Deadline
PIR_40,PIR,7800,7868,7893,7880,93,True
Button_27,Button,7800,7893,7928,7920,128,True
Ultra_80,Ultra,7900,7928,7960,8000,60,False
Ultra_81,Ultra,8000,8000,8032,8100,32,False
PIR_41,PIR,8000,8032,8057,8080,57,False
Sound_17,Sound,8000,8057,8237,8500,237,False
Ultra_82,Ultra,8100,8237,8269,8200,169,True
Button_28,Button,8100,8269,8304,8220,204,True
Ultra_83,Ultra,8200,8304,8336,8300,136,True
PIR_42,PIR,8200,8336,8361,8280,161,True
Ultra_84,Ultra,8300,8361,8393,8400,93,False
Ultra_85,Ultra,8400,8400,8432,8500,32,False
PIR_43,PIR,8400,8432,8457,8480,57,False
Button_29,Button,8400,8457,8492,8520,92,False
Ultra_86,Ultra,8500,8500,8532,8600,32,False
Sound_18,Sound,8500,8532,8712,9000,212,False
Ultra_87,Ultra,8600,8712,8744,8700,144,True
PIR_44,PIR,8600,8744,8769,8680,169,True
Ultra_88,Ultra,8700,8769,8801,8800,101,True
Button_30,Button,8700,8801,8836,8820,136,True
Ultra_89,Ultra,8800,8836,8868,8900,68,False
PIR_45,PIR,8800,8868,8893,8880,93,True
Ultra_90,Ultra,8900,8900,8932,9000,32,False
Ultra_91,Ultra,9000,9000,9032,9100,32,False
PIR_46,PIR,9000,9032,9057,9080,57,False
Sound_19,Sound,9000,9057,9237,9500,237,False
Button_31,Button,9000,9237,9272,9120,272,True
Ultra_92,Ultra,9100,9272,9304,9200,204,True
Ultra_93,Ultra,9200,9304,9336,9300,136,True
PIR_47,PIR,9200,9336,9361,9280,161,True
Ultra_94,Ultra,9300,9361,9393,9400,93,False
Button_32,Button,9300,9393,9428,9420,128,True
Ultra_95,Ultra,9400,9428,9460,9500,60,False
PIR_48,PIR,9400,9460,9485,9480,85,True
Ultra_96,Ultra,9500,9500,9532,9600,32,False
Sound_20,Sound,9500,9532,9712,10000,212,False
Ultra_97,Ultra,9600,9712,9744,9700,144,True
PIR_49,PIR,9600,9744,9769,9680,169,True
Button_33,Button,9600,9769,9804,9720,204,True
Ultra_98,Ultra,9700,9804,9836,9800,136,True
Ultra_99,Ultra,9800,9836,9868,9900,68,False
PIR_50,PIR,9800,9868,9893,9880,93,True
Ultra_100,Ultra,9900,9900,9932,10000,32,False
Button_34,Button,9900,9932,9967,10020,67,False
Ultra_101,Ultra,10000,10000,10032,10100,32,False
PIR_51,PIR,10000,10032,10057,10080,57,False
Sound_21,Sound,10000,10057,10237,10500,237,False
Ultra_102,Ultra,10100,10237,10269,10200,169,True
Ultra_103,Ultra,10200,10269,10301,10300,101,True
PIR_52,PIR,10200,10301,10326,10280,126,True
Button_35,Button,10200,10326,10361,10320,161,True
Ultra_104,Ultra,10300,10361,10393,10400,93,False
Ultra_105,Ultra,10400,10400,10432,10500,32,False
PIR_53,PIR,10400,10432,10457,10480,57,False
Ultra_106,Ultra,10500,10500,10532,10600,32,False
Sound_22,Sound,10500,10532,10712,11000,212,False
Button_36,Button,10500,10712,10747,10620,247,True
Ultra_107,Ultra,10600,10747,10779,10700,179,True
PIR_54,PIR,10600,10779,10804,10680,204,True
Ultra_108,Ultra,10700,10804,10836,10800,136,True
Ultra_109,Ultra,10800,10836,10868,10900,68,False
PIR_55,PIR,10800,10868,10893,10880,93,True
Button_37,Button,10800,10893,10928,10920,128,True
Ultra_110,Ultra,10900,10928,10960,11000,60,False
Ultra_111,Ultra,11000,11000,11032,11100,32,False
PIR_56,PIR,11000,11032,11057,11080,57,False
Sound_23,Sound,11000,11057,11237,11500,237,False
Ultra_112,Ultra,11100,11237,11269,11200,169,True
Button_38,Button,11100,11269,11304,11220,204,True
Ultra_113,Ultra,11200,11304,11336,11300,136,True
PIR_57,PIR,11200,11336,11361,11280,161,True
Ultra_114,Ultra,11300,11361,11393,11400,93,False
Ultra_115,Ultra,11400,11400,11432,11500,32,False
PIR_58,PIR,11400,11432,11457,11480,57,False
Button_39,Button,11400,11457,11492,11520,92,False
Ultra_116,Ultra,11500,11500,11532,11600,32,False
Sound_24,Sound,11500,11532,11712,12000,212,False
Ultra_117,Ultra,11600,11712,11744,11700,144,True
PIR_59,PIR,11600,11744,11769,11680,169,True
Ultra_118,Ultra,11700,11769,11801,11800,101,True
Button_40,Button,11700,11801,11836,11820,136,True
Ultra_119,Ultra,11800,11836,11868,11900,68,False
PIR_60,PIR,11800,11868,11893,11880,93,True
Ultra_120,Ultra,11900,11900,11932,12000,32,False
Ultra_121,Ultra,12000,12000,12032,12100,32,False
PIR_61,PIR,12000,12032,12057,12080,57,False
Sound_25,Sound,12000,12057,12237,12500,237,False
Button_41,Button,12000,12237,12272,12120,272,True
Ultra_122,Ultra,12100,12272,12304,12200,204,True
Ultra_123,Ultra,12200,12304,12336,12300,136,True
PIR_62,PIR,12200,12336,12361,12280,161,True
Ultra_124,Ultra,12300,12361,12393,12400,93,False
Button_42,Button,12300,12393,12428,12420,128,True
Ultra_125,Ultra,12400,12428,12460,12500,60,False
PIR_63,PIR,12400,12460,12485,12480,85,True
Ultra_126,Ultra,12500,12500,12532,12600,32,False
Sound_26,Sound,12500,12532,12712,13000,212,False
Ultra_127,Ultra,12600,12712,12744,12700,144,True
PIR_64,PIR,12600,12744,12769,12680,169,True
Button_43,Button,12600,12769,12804,12720,204,True
Ultra_128,Ultra,12700,12804,12836,12800,136,True
Ultra_129,Ultra,12800,12836,12868,12900,68,False
PIR_65,PIR,12800,12868,12893,12880,93,True
Ultra_130,Ultra,12900,12900,12932,13000,32,False
Button_44,Button,12900,12932,12967,13020,67,False
Ultra_131,Ultra,13000,13000,13032,13100,32,False
PIR_66,PIR,13000,13032,13057,13080,57,False
Sound_27,Sound,13000,13057,13237,13500,237,False
Ultra_132,Ultra,13100,13237,13269,13200,169,True
Ultra_133,Ultra,13200,13269,13301,13300,101,True
PIR_67,PIR,13200,13301,13326,13280,126,True
Button_45,Button,13200,13326,13361,13320,161,True
Ultra_134,Ultra,13300,13361,13393,13400,93,False
Ultra_135,Ultra,13400,13400,13432,13500,32,False
PIR_68,PIR,13400,13432,13457,13480,57,False
Ultra_136,Ultra,13500,13500,13532,13600,32,False
Sound_28,Sound,13500,13532,13712,14000,212,False
Button_46,Button,13500,13712,13747,13620,247,True
Ultra_137,Ultra,13600,13747,13779,13700,179,True
PIR_69,PIR,13600,13779,13804,13680,204,True
Ultra_138,Ultra,13700,13804,13836,13800,136,True
Ultra_139,Ultra,13800,13836,13868,13900,68,False
PIR_70,PIR,13800,13868,13893,13880,93,True
Button_47,Button,13800,13893,13928,13920,128,True
Ultra_140,Ultra,13900,13928,13960,14000,60,False
Ultra_141,Ultra,14000,14000,14032,14100,32,False
PIR_71,PIR,14000,14032,14057,14080,57,False
Sound_29,Sound,14000,14057,14237,14500,237,False
Ultra_142,Ultra,14100,14237,14269,14200,169,True
Button_48,Button,14100,14269,14304,14220,204,True
Ultra_143,Ultra,14200,14304,14336,14300,136,True
PIR_72,PIR,14200,14336,14361,14280,161,True
Ultra_144,Ultra,14300,14361,14393,14400,93,False
Ultra_145,Ultra,14400,14400,14432,14500,32,False
PIR_73,PIR,14400,14432,14457,14480,57,False
Button_49,Button,14400,14457,14492,14520,92,False
Ultra_146,Ultra,14500,14500,14532,14600,32,False
Sound_30,Sound,14500,14532,14712,15000,212,False
Ultra_147,Ultra,14600,14712,14744,14700,144,True
PIR_74,PIR,14600,14744,14769,14680,169,True
Ultra_148,Ultra,14700,14769,14801,14800,101,True
Button_50,Button,14700,14801,14836,14820,136,True
Ultra_149,Ultra,14800,14836,14868,14900,68,False
PIR_75,PIR,14800,14868,14893,14880,93,True
Ultra_150,Ultra,14900,14900,14932,15000,32,False
Ultra_151,Ultra,15000,15000,15032,15100,32,False
PIR_76,PIR,15000,15032,15057,15080,57,False
Sound_31,Sound,15000,15057,15237,15500,237,False
Button_51,Button,15000,15237,15272,15120,272,True
Ultra_152,Ultra,15100,15272,15304,15200,204,True
Ultra_153,Ultra,15200,15304,15336,15300,136,True
PIR_77,PIR,15200,15336,15361,15280,161,True
Ultra_154,Ultra,15300,15361,15393,15400,93,False
Button_52,Button,15300,15393,15428,15420,128,True
Ultra_155,Ultra,15400,15428,15460,15500,60,False
PIR_78,PIR,15400,15460,15485,15480,85,True
Ultra_156,Ultra,15500,15500,15532,15600,32,False
Sound_32,Sound,15500,15532,15712,16000,212,False
Ultra_157,Ultra,15600,15712,15744,15700,144,True
PIR_79,PIR,15600,15744,15769,15680,169,True
Button_53,Button,15600,15769,15804,15720,204,True
Ultra_158,Ultra,15700,15804,15836,15800,136,True
Ultra_159,Ultra,15800,15836,15868,15900,68,False
PIR_80,PIR,15800,15868,15893,15880,93,True
Ultra_160,Ultra,15900,15900,15932,16000,32,False
Button_54,Button,15900,15932,15967,16020,67,False
Ultra_161,Ultra,16000,16000,16032,16100,32,False
PIR_81,PIR,16000,16032,16057,16080,57,False
Sound_33,Sound,16000,16057,16237,16500,237,False
Ultra_162,Ultra,16100,16237,16269,16200,169,True
Ultra_163,Ultra,16200,16269,16301,16300,101,True
PIR_82,PIR,16200,16301,16326,16280,126,True
Button_55,Button,16200,16326,16361,16320,161,True
Ultra_164,Ultra,16300,16361,16393,16400,93,False
Ultra_165,Ultra,16400,16400,16432,16500,32,False
PIR_83,PIR,16400,16432,16457,16480,57,False
Ultra_166,Ultra,16500,16500,16532,16600,32,False
Sound_34,Sound,16500,16532,16712,17000,212,False
Button_56,Button,16500,16712,16747,16620,247,True
Ultra_167,Ultra,16600,16747,16779,16700,179,True
PIR_84,PIR,16600,16779,16804,16680,204,True
Ultra_168,Ultra,16700,16804,16836,16800,136,True
Ultra_169,Ultra,16800,16836,16868,16900,68,False
PIR_85,PIR,16800,16868,16893,16880,93,True
Button_57,Button,16800,16893,16928,16920,128,True
Ultra_170,Ultra,16900,16928,16960,17000,60,False
Ultra_171,Ultra,17000,17000,17032,17100,32,False
PIR_86,PIR,17000,17032,17057,17080,57,False
Sound_35,Sound,17000,17057,17237,17500,237,False
Ultra_172,Ultra,17100,17237,17269,17200,169,True
Button_58,Button,17100,17269,17304,17220,204,True
Ultra_173,Ultra,17200,17304,17336,17300,136,True
PIR_87,PIR,17200,17336,17361,17280,161,True
Ultra_174,Ultra,17300,17361,17393,17400,93,False
Ultra_175,Ultra,17400,17400,17432,17500,32,False
PIR_88,PIR,17400,17432,17457,17480,57,False
Button_59,Button,17400,17457,17492,17520,92,False
Ultra_176,Ultra,17500,17500,17532,17600,32,False
Sound_36,Sound,17500,17532,17712,18000,212,False
Ultra_177,Ultra,17600,17712,17744,17700,144,True
PIR_89,PIR,17600,17744,17769,17680,169,True
Ultra_178,Ultra,17700,17769,17801,17800,101,True
Button_60,Button,17700,17801,17836,17820,136,True
Ultra_179,Ultra,17800,17836,17868,17900,68,False
PIR_90,PIR,17800,17868,17893,17880,93,True
Ultra_180,Ultra,17900,17900,17932,18000,32,False
Ultra_181,Ultra,18000,18000,18032,18100,32,False
PIR_91,PIR,18000,18032,18057,18080,57,False
Sound_37,Sound,18000,18057,18237,18500,237,False
Button_61,Button,18000,18237,18272,18120,272,True
Ultra_182,Ultra,18100,18272,18304,18200,204,True
Ultra_183,Ultra,18200,18304,18336,18300,136,True
PIR_92,PIR,18200,18336,18361,18280,161,True
Ultra_184,Ultra,18300,18361,18393,18400,93,False
Button_62,Button,18300,18393,18428,18420,128,True
Ultra_185,Ultra,18400,18428,18460,18500,60,False
PIR_93,PIR,18400,18460,18485,18480,85,True
Ultra_186,Ultra,18500,18500,18532,18600,32,False
Sound_38,Sound,18500,18532,18712,19000,212,False
Ultra_187,Ultra,18600,18712,18744,18700,144,True
PIR_94,PIR,18600,18744,18769,18680,169,True
Button_63,Button,18600,18769,18804,18720,204,True
Ultra_188,Ultra,18700,18804,18836,18800,136,True
Ultra_189,Ultra,18800,18836,18868,18900,68,False
PIR_95,PIR,18800,18868,18893,18880,93,True
Ultra_190,Ultra,18900,18900,18932,19000,32,False
Button_64,Button,18900,18932,18967,19020,67,False
Ultra_191,Ultra,19000,19000,19032,19100,32,False
PIR_96,PIR,19000,19032,19057,19080,57,False
Sound_39,Sound,19000,19057,19237,19500,237,False
Ultra_192,Ultra,19100,19237,19269,19200,169,True
Ultra_193,Ultra,19200,19269,19301,19300,101,True
PIR_97,PIR,19200,19301,19326,19280,126,True
Button_65,Button,19200,19326,19361,19320,161,True
Ultra_194,Ultra,19300,19361,19393,19400,93,False
Ultra_195,Ultra,19400,19400,19432,19500,32,False
PIR_98,PIR,19400,19432,19457,19480,57,False
Ultra_196,Ultra,19500,19500,19532,19600,32,False
Sound_40,Sound,19500,19532,19712,20000,212,False
Button_66,Button,19500,19712,19747,19620,247,True
Ultra_197,Ultra,19600,19747,19779,19700,179,True
PIR_99,PIR,19600,19779,19804,19680,204,True
Ultra_198,Ultra,19700,19804,19836,19800,136,True
Ultra_199,Ultra,19800,19836,19868,19900,68,False
PIR_100,PIR,19800,19868,19893,19880,93,True
Button_67,Button,19800,19893,19928,19920,128,True
Ultra_200,Ultra,19900,19928,19960,20000,60,False
Ultra_201,Ultra,20000,20000,20032,20100,32,False
PIR_101,PIR,20000,20032,20057,20080,57,False
Sound_41,Sound,20000,20057,20237,20500,237,False
Ultra_202,Ultra,20100,20237,20269,20200,169,True
Button_68,Button,20100,20269,20304,20220,204,True
Ultra_203,Ultra,20200,20304,20336,20300,136,True
PIR_102,PIR,20200,20336,20361,20280,161,True
Ultra_204,Ultra,20300,20361,20393,20400,93,False
Ultra_205,Ultra,20400,20400,20432,20500,32,False
PIR_103,PIR,20400,20432,20457,20480,57,False
Button_69,Button,20400,20457,20492,20520,92,False
Ultra_206,Ultra,20500,20500,20532,20600,32,False
Sound_42,Sound,20500,20532,20712,21000,212,False
Ultra_207,Ultra,20600,20712,20744,20700,144,True
PIR_104,PIR,20600,20744,20769,20680,169,True
Ultra_208,Ultra,20700,20769,20801,20800,101,True
Button_70,Button,20700,20801,20836,20820,136,True
Ultra_209,Ultra,20800,20836,20868,20900,68,False
PIR_105,PIR,20800,20868,20893,20880,93,True
Ultra_210,Ultra,20900,20900,20932,21000,32,False
Ultra_211,Ultra,21000,21000,21032,21100,32,False
PIR_106,PIR,21000,21032,21057,21080,57,False
Sound_43,Sound,21000,21057,21237,21500,237,False
Button_71,Button,21000,21237,21272,21120,272,True
Ultra_212,Ultra,21100,21272,21304,21200,204,True
Ultra_213,Ultra,21200,21304,21336,21300,136,True
PIR_107,PIR,21200,21336,21361,21280,161,True
Ultra_214,Ultra,21300,21361,21393,21400,93,False
Button_72,Button,21300,21393,21428,21420,128,True
Ultra_215,Ultra,21400,21428,21460,21500,60,False
PIR_108,PIR,21400,21460,21485,21480,85,True
Ultra_216,Ultra,21500,21500,21532,21600,32,False
Sound_44,Sound,21500,21532,21712,22000,212,False
Ultra_217,Ultra,21600,21712,21744,21700,144,True
PIR_109,PIR,21600,21744,21769,21680,169,True
Button_73,Button,21600,21769,21804,21720,204,True
Ultra_218,Ultra,21700,21804,21836,21800,136,True
Ultra_219,Ultra,21800,21836,21868,21900,68,False
PIR_110,PIR,21800,21868,21893,21880,93,True
Ultra_220,Ultra,21900,21900,21932,22000,32,False
Button_74,Button,21900,21932,21967,22020,67,False
Ultra_221,Ultra,22000,22000,22032,22100,32,False
PIR_111,PIR,22000,22032,22057,22080,57,False
Sound_45,Sound,22000,22057,22237,22500,237,False
Ultra_222,Ultra,22100,22237,22269,22200,169,True
Ultra_223,Ultra,22200,22269,22301,22300,101,True
PIR_112,PIR,22200,22301,22326,22280,126,True
Button_75,Button,22200,22326,22361,22320,161,True
Ultra_224,Ultra,22300,22361,22393,22400,93,False
Ultra_225,Ultra,22400,22400,22432,22500,32,False
PIR_113,PIR,22400,22432,22457,22480,57,False
Ultra_226,Ultra,22500,22500,22532,22600,32,False
Sound_46,Sound,22500,22532,22712,23000,212,False
Button_76,Button,22500,22712,22747,22620,247,True
Ultra_227,Ultra,22600,22747,22779,22700,179,True
PIR_114,PIR,22600,22779,22804,22680,204,True
Ultra_228,Ultra,22700,22804,22836,22800,136,True
Ultra_229,Ultra,22800,22836,22868,22900,68,False
PIR_115,PIR,22800,22868,22893,22880,93,True
Button_77,Button,22800,22893,22928,22920,128,True
Ultra_230,Ultra,22900,22928,22960,23000,60,False
Ultra_231,Ultra,23000,23000,23032,23100,32,False
PIR_116,PIR,23000,23032,23057,23080,57,False
Sound_47,Sound,23000,23057,23237,23500,237,False
Ultra_232,Ultra,23100,23237,23269,23200,169,True
Button_78,Button,23100,23269,23304,23220,204,True
Ultra_233,Ultra,23200,23304,23336,23300,136,True
PIR_117,PIR,23200,23336,23361,23280,161,True
Ultra_234,Ultra,23300,23361,23393,23400,93,False
Ultra_235,Ultra,23400,23400,23432,23500,32,False
PIR_118,PIR,23400,23432,23457,23480,57,False
Button_79,Button,23400,23457,23492,23520,92,False
Ultra_236,Ultra,23500,23500,23532,23600,32,False
Sound_48,Sound,23500,23532,23712,24000,212,False
Ultra_237,Ultra,23600,23712,23744,23700,144,True
PIR_119,PIR,23600,23744,23769,23680,169,True
Ultra_238,Ultra,23700,23769,23801,23800,101,True
Button_80,Button,23700,23801,23836,23820,136,True
Ultra_239,Ultra,23800,23836,23868,23900,68,False
PIR_120,PIR,23800,23868,23893,23880,93,True
Ultra_240,Ultra,23900,23900,23932,24000,32,False
Ultra_241,Ultra,24000,24000,24032,24100,32,False
PIR_121,PIR,24000,24032,24057,24080,57,False
Sound_49,Sound,24000,24057,24237,24500,237,False
Button_81,Button,24000,24237,24272,24120,272,True
Ultra_242,Ultra,24100,24272,24304,24200,204,True
Ultra_243,Ultra,24200,24304,24336,24300,136,True
PIR_122,PIR,24200,24336,24361,24280,161,True
Ultra_244,Ultra,24300,24361,24393,24400,93,False
Button_82,Button,24300,24393,24428,24420,128,True
Ultra_245,Ultra,24400,24428,24460,24500,60,False
PIR_123,PIR,24400,24460,24485,24480,85,True
Ultra_246,Ultra,24500,24500,24532,24600,32,False
Sound_50,Sound,24500,24532,24712,25000,212,False
Ultra_247,Ultra,24600,24712,24744,24700,144,True
PIR_124,PIR,24600,24744,24769,24680,169,True
Button_83,Button,24600,24769,24804,24720,204,True
Ultra_248,Ultra,24700,24804,24836,24800,136,True
Ultra_249,Ultra,24800,24836,24868,24900,68,False
PIR_125,PIR,24800,24868,24893,24880,93,True
Ultra_250,Ultra,24900,24900,24932,25000,32,False
Button_84,Button,24900,24932,24967,25020,67,False
Ultra_251,Ultra,25000,25000,25032,25100,32,False
PIR_126,PIR,25000,25032,25057,25080,57,False
Sound_51,Sound,25000,25057,25237,25500,237,False
Ultra_252,Ultra,25100,25237,25269,25200,169,True
Ultra_253,Ultra,25200,25269,25301,25300,101,True
PIR_127,PIR,25200,25301,25326,25280,126,True
Button_85,Button,25200,25326,25361,25320,161,True
Ultra_254,Ultra,25300,25361,25393,25400,93,False
Ultra_255,Ultra,25400,25400,25432,25500,32,False
PIR_128,PIR,25400,25432,25457,25480,57,False
Ultra_256,Ultra,25500,25500,25532,25600,32,False
Sound_52,Sound,25500,25532,25712,26000,212,False
Button_86,Button,25500,25712,25747,25620,247,True
Ultra_257,Ultra,25600,25747,25779,25700,179,True
PIR_129,PIR,25600,25779,25804,25680,204,True
